=============================================================
 starting episode: 100/2000
Client connected on 3109..............
Ep:100 step:0(64193), a_t=[s= 1.00, t= 1.000000, b= 0.000001], r_t=[r= 0.59, prog= 0.59, pen=-0.00, r_old= 0.59], Reward=  0.59 /  0.59 /  15224.45, epsilon=  0.813, speed=  0.20, gear= 1, damage= 0.00
Ep:101 step:40(66233), a_t=[s= 1.00, t= 0.603697, b= 0.000000], r_t=[r= 198.56, prog= 243.38, pen=-44.83, r_old= 198.56], Reward=  5600.09 /  5600.09 /  15224.45, epsilon=  0.813, speed=  81.32, gear= 1, damage= 0.00
Ep:101 step:60(66253), a_t=[s= 0.18, t= 0.550816, b= 0.070727], r_t=[r= 111.85, prog= 224.81, pen=-112.96, r_old= 111.85], Reward=  9604.20 /  9604.20 /  15224.45, epsilon=  0.812, speed=  82.25, gear= 1, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 102/2000
### TORCS is RELAUNCHED ###
Client connected on 3109..............
Ep:102 step:0(66269), a_t=[s= 0.53, t= 0.776035, b= 0.000000], r_t=[r= 0.40, prog= 0.40, pen=-0.00, r_old= 0.40], Reward=  0.40 /  0.40 /  15224.45, epsilon=  0.812, speed=  0.13, gear= 1, damage= 0.00
Ep:102 step:20(66289), a_t=[s= 0.65, t= 0.504251, b= 0.000000], r_t=[r= 145.44, prog= 196.33, pen=-50.88, r_old= 145.44], Reward=  1404.32 /  1404.32 /  15224.45, epsilon=  0.812, speed=  66.48, gear= 1, damage= 0.00
Ep:102 step:40(66309), a_t=[s=-0.78, t= 0.428008, b= 0.185612], r_t=[r= 0.22, prog= 1.70, pen=-1.48, r_old= 0.22], Reward=  2653.50 /  2655.08 /  15224.45, epsilon=  0.812, speed=  0.69, gear= 1, damage= 267.00
Ep:102 step:60(66329), a_t=[s= 0.01, t= 0.607250, b= 0.133867], r_t=[r= 0.02, prog= 0.18, pen=-0.16, r_old= 0.02], Reward=  2654.80 /  2656.38 /  15224.45, epsilon=  0.812, speed=  0.07, gear= 1, damage= 267.00
Ep:102 step:80(66349), a_t=[s=-1.00, t= 0.517973, b= 0.115307], r_t=[r= 0.06, prog= 0.67, pen=-0.60, r_old= 0.06], Reward=  2655.84 /  2657.42 /  15224.45, epsilon=  0.812, speed=  0.28, gear= 1, damage= 267.00
Ep:102 step:100(66369), a_t=[s=-1.00, t= 0.632952, b= 0.054238], r_t=[r= 0.03, prog= 0.35, pen=-0.32, r_old= 0.03], Reward=  2656.95 /  2658.53 /  15224.45, epsilon=  0.812, speed=  0.15, gear= 1, damage= 267.00
Ep:102 step:120(66389), a_t=[s=-0.60, t= 0.570468, b= 0.190831], r_t=[r= 0.04, prog= 0.50, pen=-0.45, r_old= 0.04], Reward=  2657.93 /  2659.51 /  15224.45, epsilon=  0.812, speed=  0.21, gear= 1, damage= 267.00
Ep:102 step:140(66409), a_t=[s=-0.99, t= 0.572196, b= 0.074901], r_t=[r= 0.03, prog= 0.40, pen=-0.37, r_old= 0.03], Reward=  2658.91 /  2660.49 /  15224.45, epsilon=  0.812, speed=  0.17, gear= 1, damage= 267.00
Ep:102 step:160(66429), a_t=[s= 0.32, t= 0.551624, b= 0.068402], r_t=[r= 0.08, prog= 0.91, pen=-0.84, r_old= 0.08], Reward=  2660.00 /  2661.59 /  15224.45, epsilon=  0.812, speed=  0.38, gear= 1, damage= 267.00
Ep:102 step:180(66449), a_t=[s=-0.78, t= 0.533310, b= 0.072356], r_t=[r= 0.06, prog= 0.92, pen=-0.86, r_old= 0.06], Reward=  2661.02 /  2662.61 /  15224.45, epsilon=  0.812, speed=  0.39, gear= 1, damage= 267.00
Ep:102 step:200(66469), a_t=[s=-1.00, t= 0.551458, b= 0.135390], r_t=[r= 0.01, prog= 0.43, pen=-0.42, r_old= 0.01], Reward=  2661.60 /  2663.18 /  15224.45, epsilon=  0.812, speed=  0.19, gear= 1, damage= 267.00
Ep:102 step:220(66489), a_t=[s= 0.26, t= 0.518199, b= 0.097970], r_t=[r= 0.01, prog= 0.43, pen=-0.42, r_old= 0.01], Reward=  2661.79 /  2663.37 /  15224.45, epsilon=  0.812, speed=  0.19, gear= 1, damage= 267.00
Ep:102 step:240(66509), a_t=[s=-0.19, t= 0.685021, b= 0.089670], r_t=[r= 0.00, prog= 0.23, pen=-0.22, r_old= 0.00], Reward=  2661.68 /  2663.27 /  15224.45, epsilon=  0.812, speed=  0.10, gear= 1, damage= 267.00
Ep:102 step:260(66529), a_t=[s=-0.26, t= 0.493775, b= 0.120403], r_t=[r= 0.00, prog= 0.45, pen=-0.44, r_old= 0.00], Reward=  2661.75 /  2663.33 /  15224.45, epsilon=  0.812, speed=  0.20, gear= 1, damage= 267.00
Ep:102 step:280(66549), a_t=[s=-0.08, t= 0.593091, b= 0.165356], r_t=[r=-0.01, prog= 0.59, pen=-0.60, r_old=-0.01], Reward=  2661.71 /  2663.29 /  15224.45, epsilon=  0.812, speed=  0.27, gear= 1, damage= 267.00
Ep:102 step:300(66569), a_t=[s= 0.32, t= 0.622890, b= 0.142677], r_t=[r=-0.02, prog= 0.71, pen=-0.73, r_old=-0.02], Reward=  2661.51 /  2663.09 /  15224.45, epsilon=  0.811, speed=  0.32, gear= 1, damage= 267.00
Ep:102 step:320(66589), a_t=[s=-0.74, t= 0.486026, b= 0.105072], r_t=[r=-0.02, prog= 0.53, pen=-0.55, r_old=-0.02], Reward=  2661.26 /  2662.84 /  15224.45, epsilon=  0.811, speed=  0.25, gear= 1, damage= 267.00
Ep:102 step:340(66609), a_t=[s=-0.06, t= 0.458359, b= 0.124104], r_t=[r=-0.04, prog= 0.51, pen=-0.55, r_old=-0.04], Reward=  2660.86 /  2662.45 /  15224.45, epsilon=  0.811, speed=  0.24, gear= 1, damage= 267.00
Ep:102 step:360(66629), a_t=[s=-0.88, t= 0.669988, b= 0.130210], r_t=[r=-0.05, prog= 0.45, pen=-0.50, r_old=-0.05], Reward=  2660.18 /  2661.76 /  15224.45, epsilon=  0.811, speed=  0.22, gear= 1, damage= 267.00
Ep:102 step:380(66649), a_t=[s=-0.94, t= 0.681791, b= 0.107683], r_t=[r=-0.06, prog= 0.43, pen=-0.48, r_old=-0.06], Reward=  2659.48 /  2661.06 /  15224.45, epsilon=  0.811, speed=  0.21, gear= 1, damage= 267.00
Ep:102 step:400(66669), a_t=[s=-0.58, t= 0.592362, b= 0.111375], r_t=[r=-0.03, prog= 0.19, pen=-0.22, r_old=-0.03], Reward=  2658.78 /  2660.36 /  15224.45, epsilon=  0.811, speed=  0.09, gear= 1, damage= 267.00
Ep:102 step:420(66689), a_t=[s=-1.00, t= 0.520717, b= 0.099896], r_t=[r=-0.04, prog= 0.26, pen=-0.31, r_old=-0.04], Reward=  2657.98 /  2659.56 /  15224.45, epsilon=  0.811, speed=  0.13, gear= 1, damage= 267.00
Ep:102 step:440(66709), a_t=[s=-0.24, t= 0.452654, b= 0.131069], r_t=[r=-0.04, prog= 0.18, pen=-0.21, r_old=-0.04], Reward=  2656.88 /  2658.46 /  15224.45, epsilon=  0.811, speed=  0.09, gear= 1, damage= 267.00
Ep:102 step:460(66729), a_t=[s=-0.11, t= 0.651435, b= 0.078862], r_t=[r=-0.06, prog= 0.27, pen=-0.33, r_old=-0.06], Reward=  2655.93 /  2657.51 /  15224.45, epsilon=  0.811, speed=  0.14, gear= 1, damage= 267.00
Ep:102 step:480(66749), a_t=[s=-0.88, t= 0.744234, b= 0.116320], r_t=[r=-0.06, prog= 0.25, pen=-0.31, r_old=-0.06], Reward=  2654.68 /  2656.26 /  15224.45, epsilon=  0.811, speed=  0.13, gear= 1, damage= 267.00
Ep:102 step:500(66769), a_t=[s=-0.93, t= 0.603658, b= 0.201692], r_t=[r=-0.06, prog= 0.24, pen=-0.30, r_old=-0.06], Reward=  2653.58 /  2655.16 /  15224.45, epsilon=  0.811, speed=  0.13, gear= 1, damage= 267.00
Ep:102 step:520(66789), a_t=[s=-0.36, t= 0.724341, b= 0.145148], r_t=[r=-0.07, prog= 0.27, pen=-0.34, r_old=-0.07], Reward=  2652.34 /  2653.92 /  15224.45, epsilon=  0.811, speed=  0.15, gear= 1, damage= 267.00
Ep:102 step:540(66809), a_t=[s=-1.00, t= 0.702409, b= 0.117755], r_t=[r=-0.08, prog=-0.14, pen= 0.06, r_old=-0.08], Reward=  2651.23 /  2652.82 /  15224.45, epsilon=  0.811, speed= -0.08, gear= 1, damage= 267.00
Ep:102 step:560(66829), a_t=[s=-1.00, t= 0.509668, b= 0.051454], r_t=[r=-0.14, prog= 0.42, pen=-0.55, r_old=-0.14], Reward=  2649.90 /  2651.48 /  15224.45, epsilon=  0.811, speed=  0.24, gear= 1, damage= 267.00
Ep:102 step:580(66849), a_t=[s=-0.52, t= 0.693037, b= 0.115039], r_t=[r=-0.02, prog= 0.06, pen=-0.08, r_old=-0.02], Reward=  2648.48 /  2650.07 /  15224.45, epsilon=  0.811, speed=  0.03, gear= 1, damage= 267.00
Ep:102 step:600(66869), a_t=[s=-0.24, t= 0.585252, b= 0.065690], r_t=[r=-0.01, prog= 0.01, pen=-0.02, r_old=-0.01], Reward=  2647.09 /  2648.68 /  15224.45, epsilon=  0.810, speed=  0.01, gear= 1, damage= 267.00
Ep:102 step:620(66889), a_t=[s=-0.27, t= 0.548741, b= 0.185032], r_t=[r=-0.11, prog= 0.22, pen=-0.32, r_old=-0.11], Reward=  2645.64 /  2647.22 /  15224.45, epsilon=  0.810, speed=  0.14, gear= 1, damage= 267.00
Ep:102 step:640(66909), a_t=[s= 0.23, t= 0.523076, b= 0.109620], r_t=[r=-0.18, prog= 0.34, pen=-0.51, r_old=-0.18], Reward=  2643.42 /  2645.00 /  15224.45, epsilon=  0.810, speed=  0.22, gear= 1, damage= 267.00
Ep:102 step:660(66929), a_t=[s=-0.29, t= 0.619404, b= 0.126744], r_t=[r=-0.20, prog= 0.39, pen=-0.59, r_old=-0.20], Reward=  2641.60 /  2643.18 /  15224.45, epsilon=  0.810, speed=  0.25, gear= 1, damage= 267.00
Ep:102 step:680(66949), a_t=[s=-0.20, t= 0.475845, b= 0.112870], r_t=[r=-0.04, prog= 0.07, pen=-0.10, r_old=-0.04], Reward=  2639.97 /  2641.55 /  15224.45, epsilon=  0.810, speed=  0.04, gear= 1, damage= 267.00
Ep:102 step:700(66969), a_t=[s=-0.87, t= 0.552679, b= 0.090386], r_t=[r=-0.03, prog= 0.06, pen=-0.09, r_old=-0.03], Reward=  2638.31 /  2639.89 /  15224.45, epsilon=  0.810, speed=  0.04, gear= 1, damage= 267.00
Ep:102 step:720(66989), a_t=[s= 0.44, t= 0.516060, b= 0.110131], r_t=[r=-0.19, prog= 0.33, pen=-0.52, r_old=-0.19], Reward=  2636.49 /  2638.07 /  15224.45, epsilon=  0.810, speed=  0.22, gear= 1, damage= 267.00
Ep:102 step:740(67009), a_t=[s=-0.28, t= 0.637108, b= 0.060987], r_t=[r=-0.06, prog= 0.10, pen=-0.16, r_old=-0.06], Reward=  2635.55 /  2637.13 /  15224.45, epsilon=  0.810, speed=  0.07, gear= 1, damage= 267.00
Ep:102 step:760(67029), a_t=[s=-0.77, t= 0.502263, b= 0.064270], r_t=[r=-0.14, prog= 0.22, pen=-0.36, r_old=-0.14], Reward=  2633.74 /  2635.32 /  15224.45, epsilon=  0.810, speed=  0.15, gear= 1, damage= 267.00
Ep:102 step:780(67049), a_t=[s=-0.52, t= 0.651315, b= 0.115499], r_t=[r=-0.08, prog=-0.15, pen= 0.07, r_old=-0.08], Reward=  2632.96 /  2634.54 /  15224.45, epsilon=  0.810, speed= -0.10, gear= 1, damage= 267.00
Ep:102 step:800(67069), a_t=[s=-0.50, t= 0.645517, b= 0.106289], r_t=[r=-0.11, prog= 0.13, pen=-0.24, r_old=-0.11], Reward=  2631.12 /  2632.70 /  15224.45, epsilon=  0.810, speed=  0.10, gear= 1, damage= 267.00
Ep:102 step:820(67089), a_t=[s= 0.11, t= 0.701645, b= 0.085842], r_t=[r=-0.24, prog= 0.29, pen=-0.53, r_old=-0.24], Reward=  2628.83 /  2630.41 /  15224.45, epsilon=  0.810, speed=  0.22, gear= 1, damage= 267.00
Ep:102 step:840(67109), a_t=[s=-0.94, t= 0.719040, b= 0.104707], r_t=[r=-0.00, prog= 0.00, pen=-0.00, r_old=-0.00], Reward=  2628.07 /  2629.65 /  15224.45, epsilon=  0.810, speed=  0.00, gear= 1, damage= 267.00
Ep:102 step:860(67129), a_t=[s=-0.45, t= 0.668887, b= 0.072938], r_t=[r=-0.06, prog=-0.12, pen= 0.06, r_old=-0.06], Reward=  2626.39 /  2627.97 /  15224.45, epsilon=  0.810, speed= -0.09, gear= 1, damage= 267.00
Ep:102 step:880(67149), a_t=[s=-0.15, t= 0.680225, b= 0.154813], r_t=[r=-0.29, prog= 0.33, pen=-0.62, r_old=-0.29], Reward=  2624.01 /  2625.59 /  15224.45, epsilon=  0.810, speed=  0.26, gear= 1, damage= 267.00
Ep:102 step:900(67169), a_t=[s=-1.00, t= 0.608193, b= 0.128045], r_t=[r=-0.06, prog= 0.06, pen=-0.12, r_old=-0.06], Reward=  2622.38 /  2623.97 /  15224.45, epsilon=  0.809, speed=  0.05, gear= 1, damage= 267.00
Ep:102 step:920(67189), a_t=[s=-0.31, t= 0.663500, b= 0.224513], r_t=[r=-0.03, prog= 0.03, pen=-0.06, r_old=-0.03], Reward=  2620.76 /  2622.34 /  15224.45, epsilon=  0.809, speed=  0.02, gear= 1, damage= 267.00
Ep:102 step:940(67209), a_t=[s=-0.29, t= 0.666617, b= 0.092606], r_t=[r=-0.32, prog= 0.32, pen=-0.64, r_old=-0.32], Reward=  2618.59 /  2620.18 /  15224.45, epsilon=  0.809, speed=  0.26, gear= 1, damage= 267.00
Ep:102 step:960(67229), a_t=[s= 0.07, t= 0.585324, b= 0.120454], r_t=[r=-0.23, prog= 0.23, pen=-0.46, r_old=-0.23], Reward=  2615.66 /  2617.24 /  15224.45, epsilon=  0.809, speed=  0.19, gear= 1, damage= 267.00
Ep:102 step:980(67249), a_t=[s=-1.00, t= 0.638180, b= 0.102276], r_t=[r=-0.09, prog= 0.09, pen=-0.18, r_old=-0.09], Reward=  2613.33 /  2614.91 /  15224.45, epsilon=  0.809, speed=  0.08, gear= 1, damage= 267.00
Ep:102 step:1000(67269), a_t=[s= 0.29, t= 0.493144, b= 0.142895], r_t=[r=-0.02, prog=-0.04, pen= 0.02, r_old=-0.02], Reward=  2610.08 /  2611.66 /  15224.45, epsilon=  0.809, speed= -0.03, gear= 1, damage= 267.00
Ep:102 step:1020(67289), a_t=[s= 0.28, t= 0.520440, b= 0.039705], r_t=[r=-0.16, prog= 0.14, pen=-0.29, r_old=-0.16], Reward=  2608.97 /  2610.55 /  15224.45, epsilon=  0.809, speed=  0.12, gear= 1, damage= 267.00
Ep:102 step:1040(67309), a_t=[s=-0.85, t= 0.500162, b= 0.110464], r_t=[r=-0.30, prog= 0.24, pen=-0.54, r_old=-0.30], Reward=  2604.64 /  2606.22 /  15224.45, epsilon=  0.809, speed=  0.22, gear= 1, damage= 267.00
Ep:102 step:1060(67329), a_t=[s=-0.84, t= 0.483285, b= 0.032371], r_t=[r=-0.05, prog= 0.04, pen=-0.09, r_old=-0.05], Reward=  2602.12 /  2603.70 /  15224.45, epsilon=  0.809, speed=  0.04, gear= 1, damage= 267.00
Ep:102 step:1080(67349), a_t=[s= 0.52, t= 0.545848, b= 0.050183], r_t=[r=-0.36, prog= 0.28, pen=-0.64, r_old=-0.36], Reward=  2599.99 /  2601.57 /  15224.45, epsilon=  0.809, speed=  0.26, gear= 1, damage= 267.00
Ep:102 step:1100(67369), a_t=[s=-0.63, t= 0.590825, b= 0.110335], r_t=[r=-0.01, prog=-0.01, pen= 0.01, r_old=-0.01], Reward=  2597.53 /  2599.11 /  15224.45, epsilon=  0.809, speed= -0.01, gear= 1, damage= 267.00
Ep:102 step:1120(67389), a_t=[s= 0.78, t= 0.719565, b= 0.129066], r_t=[r=-0.01, prog=-0.02, pen= 0.01, r_old=-0.01], Reward=  2596.23 /  2597.82 /  15224.45, epsilon=  0.809, speed= -0.02, gear= 1, damage= 267.00
Ep:102 step:1140(67409), a_t=[s= 1.00, t= 0.670033, b= 0.058429], r_t=[r=-0.03, prog=-0.07, pen= 0.04, r_old=-0.03], Reward=  2595.19 /  2596.77 /  15224.45, epsilon=  0.809, speed= -0.07, gear= 1, damage= 267.00
Ep:102 step:1160(67429), a_t=[s= 0.43, t= 0.610772, b= 0.132328], r_t=[r=-0.05, prog= 0.04, pen=-0.09, r_old=-0.05], Reward=  2594.00 /  2595.58 /  15224.45, epsilon=  0.809, speed=  0.04, gear= 1, damage= 267.00
Ep:102 step:1180(67449), a_t=[s= 0.79, t= 0.607571, b= 0.084382], r_t=[r=-0.20, prog= 0.16, pen=-0.36, r_old=-0.20], Reward=  2590.24 /  2591.82 /  15224.45, epsilon=  0.809, speed=  0.15, gear= 1, damage= 267.00
Ep:102 step:1200(67469), a_t=[s=-0.25, t= 0.576463, b= 0.148022], r_t=[r=-0.03, prog=-0.08, pen= 0.04, r_old=-0.03], Reward=  2588.19 /  2589.77 /  15224.45, epsilon=  0.808, speed= -0.07, gear= 1, damage= 267.00
Ep:102 step:1220(67489), a_t=[s= 1.00, t= 0.658885, b= 0.113153], r_t=[r=-0.18, prog= 0.14, pen=-0.32, r_old=-0.18], Reward=  2586.19 /  2587.77 /  15224.45, epsilon=  0.808, speed=  0.13, gear= 1, damage= 267.00
Ep:102 step:1240(67509), a_t=[s= 0.39, t= 0.521213, b= 0.154680], r_t=[r=-0.35, prog= 0.27, pen=-0.63, r_old=-0.35], Reward=  2581.59 /  2583.18 /  15224.45, epsilon=  0.808, speed=  0.26, gear= 1, damage= 267.00
Ep:102 step:1260(67529), a_t=[s= 0.56, t= 0.601216, b= 0.179378], r_t=[r=-0.21, prog= 0.16, pen=-0.37, r_old=-0.21], Reward=  2578.36 /  2579.94 /  15224.45, epsilon=  0.808, speed=  0.15, gear= 1, damage= 267.00
Ep:102 step:1280(67549), a_t=[s= 0.21, t= 0.606584, b= 0.119956], r_t=[r=-0.30, prog= 0.23, pen=-0.53, r_old=-0.30], Reward=  2574.80 /  2576.38 /  15224.45, epsilon=  0.808, speed=  0.22, gear= 1, damage= 267.00
Ep:102 step:1300(67569), a_t=[s= 0.34, t= 0.670911, b= 0.126630], r_t=[r=-0.07, prog= 0.05, pen=-0.12, r_old=-0.07], Reward=  2571.22 /  2572.80 /  15224.45, epsilon=  0.808, speed=  0.05, gear= 1, damage= 267.00
Ep:102 step:1320(67589), a_t=[s= 0.76, t= 0.491686, b= 0.169583], r_t=[r=-0.02, prog=-0.05, pen= 0.03, r_old=-0.02], Reward=  2568.12 /  2569.71 /  15224.45, epsilon=  0.808, speed= -0.05, gear= 1, damage= 267.00
Ep:102 step:1340(67609), a_t=[s= 1.00, t= 0.496387, b= 0.096541], r_t=[r=-0.01, prog=-0.01, pen= 0.01, r_old=-0.01], Reward=  2566.76 /  2568.34 /  15224.45, epsilon=  0.808, speed= -0.01, gear= 1, damage= 267.00
Ep:102 step:1360(67629), a_t=[s= 1.00, t= 0.553088, b= 0.142552], r_t=[r=-0.01, prog=-0.01, pen= 0.01, r_old=-0.01], Reward=  2564.24 /  2565.82 /  15224.45, epsilon=  0.808, speed= -0.01, gear= 1, damage= 267.00
Ep:102 step:1380(67649), a_t=[s= 0.73, t= 0.600984, b= 0.136912], r_t=[r=-0.23, prog= 0.18, pen=-0.41, r_old=-0.23], Reward=  2561.79 /  2563.37 /  15224.45, epsilon=  0.808, speed=  0.17, gear= 1, damage= 267.00
Ep:102 step:1400(67669), a_t=[s= 0.97, t= 0.594761, b= 0.119074], r_t=[r=-0.04, prog=-0.09, pen= 0.05, r_old=-0.04], Reward=  2557.69 /  2559.27 /  15224.45, epsilon=  0.808, speed= -0.09, gear= 1, damage= 267.00
Ep:102 step:1420(67689), a_t=[s= 0.80, t= 0.530457, b= 0.146399], r_t=[r=-0.01, prog=-0.03, pen= 0.01, r_old=-0.01], Reward=  2555.84 /  2557.42 /  15224.45, epsilon=  0.808, speed= -0.02, gear= 1, damage= 267.00
Ep:102 step:1440(67709), a_t=[s= 0.40, t= 0.588280, b= 0.044453], r_t=[r=-0.21, prog= 0.18, pen=-0.39, r_old=-0.21], Reward=  2552.98 /  2554.56 /  15224.45, epsilon=  0.808, speed=  0.16, gear= 1, damage= 267.00
Ep:102 step:1460(67729), a_t=[s= 0.84, t= 0.466722, b= 0.090662], r_t=[r=-0.03, prog=-0.07, pen= 0.03, r_old=-0.03], Reward=  2550.77 /  2552.36 /  15224.45, epsilon=  0.808, speed= -0.06, gear= 1, damage= 267.00
Ep:102 step:1480(67749), a_t=[s= 0.80, t= 0.699106, b= 0.102916], r_t=[r=-0.02, prog= 0.01, pen=-0.03, r_old=-0.02], Reward=  2550.15 /  2551.74 /  15224.45, epsilon=  0.808, speed=  0.01, gear= 1, damage= 267.00
Ep:102 step:1500(67769), a_t=[s=-0.15, t= 0.495374, b= 0.060678], r_t=[r=-0.13, prog= 0.11, pen=-0.24, r_old=-0.13], Reward=  2547.64 /  2549.23 /  15224.45, epsilon=  0.807, speed=  0.10, gear= 1, damage= 267.00
Ep:102 step:1520(67789), a_t=[s=-0.33, t= 0.446556, b= 0.000000], r_t=[r=-0.17, prog= 0.14, pen=-0.31, r_old=-0.17], Reward=  2544.28 /  2545.86 /  15224.45, epsilon=  0.807, speed=  0.13, gear= 1, damage= 267.00
Ep:102 step:1540(67809), a_t=[s= 0.27, t= 0.645290, b= 0.034628], r_t=[r=-0.09, prog= 0.07, pen=-0.16, r_old=-0.09], Reward=  2542.96 /  2544.55 /  15224.45, epsilon=  0.807, speed=  0.07, gear= 1, damage= 267.00
Ep:102 step:1560(67829), a_t=[s=-0.28, t= 0.598471, b= 0.148591], r_t=[r=-0.17, prog= 0.13, pen=-0.31, r_old=-0.17], Reward=  2539.45 /  2541.04 /  15224.45, epsilon=  0.807, speed=  0.13, gear= 1, damage= 267.00
Ep:102 step:1580(67849), a_t=[s=-0.29, t= 0.567088, b= 0.142826], r_t=[r=-0.01, prog=-0.02, pen= 0.01, r_old=-0.01], Reward=  2536.42 /  2538.00 /  15224.45, epsilon=  0.807, speed= -0.02, gear= 1, damage= 267.00
Ep:102 step:1600(67869), a_t=[s= 0.86, t= 0.609664, b= 0.084406], r_t=[r=-0.01, prog= 0.01, pen=-0.02, r_old=-0.01], Reward=  2535.12 /  2536.70 /  15224.45, epsilon=  0.807, speed=  0.01, gear= 1, damage= 267.00
Ep:102 step:1620(67889), a_t=[s= 0.04, t= 0.619871, b= 0.121026], r_t=[r=-0.14, prog= 0.10, pen=-0.24, r_old=-0.14], Reward=  2533.47 /  2535.05 /  15224.45, epsilon=  0.807, speed=  0.10, gear= 1, damage= 267.00
Ep:102 step:1640(67909), a_t=[s= 0.83, t= 0.449337, b= 0.037397], r_t=[r=-0.39, prog= 0.28, pen=-0.67, r_old=-0.39], Reward=  2530.88 /  2532.46 /  15224.45, epsilon=  0.807, speed=  0.28, gear= 1, damage= 267.00
Ep:102 step:1660(67929), a_t=[s= 0.72, t= 0.493861, b= 0.187329], r_t=[r=-0.06, prog= 0.04, pen=-0.10, r_old=-0.06], Reward=  2528.56 /  2530.14 /  15224.45, epsilon=  0.807, speed=  0.04, gear= 1, damage= 267.00
Ep:102 step:1680(67949), a_t=[s= 0.05, t= 0.544468, b= 0.103518], r_t=[r=-0.08, prog=-0.17, pen= 0.10, r_old=-0.08], Reward=  2525.75 /  2527.33 /  15224.45, epsilon=  0.807, speed= -0.18, gear= 1, damage= 267.00
Ep:102 step:1700(67969), a_t=[s= 0.57, t= 0.524779, b= 0.135847], r_t=[r=-0.33, prog= 0.23, pen=-0.55, r_old=-0.33], Reward=  2522.96 /  2524.54 /  15224.45, epsilon=  0.807, speed=  0.23, gear= 1, damage= 267.00
Ep:102 step:1720(67989), a_t=[s= 1.00, t= 0.666068, b= 0.074675], r_t=[r=-0.25, prog= 0.17, pen=-0.42, r_old=-0.25], Reward=  2520.34 /  2521.92 /  15224.45, epsilon=  0.807, speed=  0.17, gear= 1, damage= 267.00
Ep:102 step:1740(68009), a_t=[s= 1.00, t= 0.609454, b= 0.109206], r_t=[r=-0.07, prog= 0.05, pen=-0.12, r_old=-0.07], Reward=  2518.66 /  2520.25 /  15224.45, epsilon=  0.807, speed=  0.05, gear= 1, damage= 267.00
Ep:102 step:1760(68029), a_t=[s= 1.00, t= 0.515148, b= 0.024147], r_t=[r=-0.02, prog=-0.05, pen= 0.03, r_old=-0.02], Reward=  2517.61 /  2519.19 /  15224.45, epsilon=  0.807, speed= -0.05, gear= 1, damage= 267.00
Ep:102 step:1780(68049), a_t=[s=-0.30, t= 0.646687, b= 0.142574], r_t=[r=-0.02, prog=-0.04, pen= 0.02, r_old=-0.02], Reward=  2516.96 /  2518.54 /  15224.45, epsilon=  0.807, speed= -0.04, gear= 1, damage= 267.00
Ep:102 step:1800(68069), a_t=[s= 1.00, t= 0.487088, b= 0.122204], r_t=[r=-0.15, prog= 0.10, pen=-0.25, r_old=-0.15], Reward=  2513.87 /  2515.46 /  15224.45, epsilon=  0.806, speed=  0.10, gear= 1, damage= 267.00
Ep:102 step:1820(68089), a_t=[s= 1.00, t= 0.533473, b= 0.147002], r_t=[r=-0.23, prog= 0.16, pen=-0.39, r_old=-0.23], Reward=  2510.78 /  2512.36 /  15224.45, epsilon=  0.806, speed=  0.16, gear= 1, damage= 267.00
Ep:102 step:1840(68109), a_t=[s= 0.59, t= 0.588284, b= 0.132377], r_t=[r=-0.01, prog=-0.02, pen= 0.01, r_old=-0.01], Reward=  2509.38 /  2510.97 /  15224.45, epsilon=  0.806, speed= -0.02, gear= 1, damage= 267.00
Ep:102 step:1860(68129), a_t=[s= 0.23, t= 0.684378, b= 0.022260], r_t=[r=-0.03, prog=-0.06, pen= 0.03, r_old=-0.03], Reward=  2505.58 /  2507.16 /  15224.45, epsilon=  0.806, speed= -0.06, gear= 1, damage= 267.00
Ep:102 step:1880(68149), a_t=[s= 0.79, t= 0.545503, b= 0.013371], r_t=[r=-0.07, prog= 0.05, pen=-0.12, r_old=-0.07], Reward=  2502.37 /  2503.95 /  15224.45, epsilon=  0.806, speed=  0.05, gear= 1, damage= 267.00
Ep:102 step:1900(68169), a_t=[s= 1.00, t= 0.603170, b= 0.131665], r_t=[r=-0.06, prog= 0.04, pen=-0.10, r_old=-0.06], Reward=  2499.24 /  2500.83 /  15224.45, epsilon=  0.806, speed=  0.04, gear= 1, damage= 267.00
Ep:102 step:1920(68189), a_t=[s=-0.25, t= 0.608991, b= 0.125655], r_t=[r=-0.10, prog= 0.07, pen=-0.17, r_old=-0.10], Reward=  2496.70 /  2498.28 /  15224.45, epsilon=  0.806, speed=  0.07, gear= 1, damage= 267.00
Ep:102 step:1940(68209), a_t=[s= 0.06, t= 0.438865, b= 0.157221], r_t=[r=-0.03, prog=-0.06, pen= 0.03, r_old=-0.03], Reward=  2495.66 /  2497.24 /  15224.45, epsilon=  0.806, speed= -0.06, gear= 1, damage= 267.00
Ep:102 step:1960(68229), a_t=[s= 0.56, t= 0.466483, b= 0.071667], r_t=[r=-0.05, prog= 0.03, pen=-0.09, r_old=-0.05], Reward=  2494.97 /  2496.55 /  15224.45, epsilon=  0.806, speed=  0.04, gear= 1, damage= 267.00
Ep:102 step:1980(68249), a_t=[s=-0.55, t= 0.550541, b= 0.113430], r_t=[r=-0.21, prog= 0.14, pen=-0.35, r_old=-0.21], Reward=  2493.18 /  2494.77 /  15224.45, epsilon=  0.806, speed=  0.14, gear= 1, damage= 267.00
=============================================================
 starting episode: 103/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
